id_transaction,id_collaborateur,date_transaction,client,categorie,montant_euros,statut
T001522,C0100,2025-10-19,Sigma Sante,Licence,2512.88,payee
T001523,C0094,18/03/2025,Maison Delaunay,Maintenance,2782.99,payee
T001524,C0073,2024-05-15,Cabinet Ferrand,Licence,3192.9,payee
T001525,C9999,2025-12-06,Nord Logistique,Formation,4662.19,en attente
T001526,C0027,15/05/2025,Cabinet Ferrand,Licence,3991.83,en attente
T001527,C0170,2024-10-08,Maison Delaunay,Audit,3897.91,payee
T001528,C0164,2024-06-05,Cabinet Ferrand,Formation,866.07,en attente
T001529,C0051,2025-10-30,Cabinet Ferrand,Licence,5589.41,payee
T001530,C0198,2025-08-24,Atelier Bastide,Formation,7620.57,payee
T001531,C0091,2024-02-02,Cabinet Ferrand,Formation,3843.7,payee
T001532,C0035,2025-04-09,Maison Delaunay,Maintenance,1908.51,payee
T001533,C0041,24/03/2024,Sigma Sante,Formation,2645.26,payee
T001534,C0166,2024-08-02,Groupe Lorrain,Maintenance,1956.89,payee
T001535,C0051,2025-02-18,Atelier Bastide,Conseil,7172.53,payee
T001536,C9999,2024-06-30,Nord Logistique,Maintenance,2774.95,payee
T001537,C0171,09-01-2025,Maison Delaunay,Conseil,3934.18,payee
T001538,C0198,09-11-2024,Atelier Bastide,Formation,3125.45,payee
T001539,C0114,2025-02-28,Verne Industries,Audit,4554.0,payee
T001540,C0211,07/08/2025,Groupe Lorrain,Formation,2197.11,payee
T001541,C0071,2024-04-23,Groupe Lorrain,Maintenance,3855.76,payee
T001542,C0203,2025-08-04,Atelier Bastide,Formation,2789.24,en attente
T001543,C0059,11-06-2024,Maison Delaunay,Audit,5959.43,annulee
T001544,C0015,25-01-2024,Sigma Sante,Audit,923.28,payee
T001545,C0169,2024-11-21,Cabinet Ferrand,Audit,2952.8,en attente
T001546,C0176,08/08/2024,Atelier Bastide,Formation,5675.91,payee
T001547,C0215,2024-05-14,Orion Energie,Formation,5347.59,en attente
T001548,C0214,04/11/2024,Verne Industries,Maintenance,1451.66,payee
T001549,C0024,2025-09-26,Atelier Bastide,Audit,5056.53,payee
T001550,C0145,2025-03-03,Atelier Bastide,Licence,2085.75,payee
T001551,C0164,2025-06-15,Verne Industries,Maintenance,2429.78,en attente
T001552,C0140,2024-04-19,Maison Delaunay,Audit,5520.84,payee
T001553,C0005,2024-02-25,Cabinet Ferrand,Maintenance,2920.59,payee
T001554,C0011,2024-09-01,Cabinet Ferrand,Formation,1393.86,payee
T001555,C0156,2025-07-19,Verne Industries,Formation,1802.24,annulee
T001556,C0199,08-10-2025,Orion Energie,Licence,3562.84,payee
T001557,C0042,2024-03-15,Maison Delaunay,Licence,2870.04,payee
T001558,C0011,2024-12-13,Maison Delaunay,Audit,2842.02,payee
T001559,C0094,2024-10-16,Cabinet Ferrand,Formation,4514.05,en attente
T001560,C0073,2025-06-27,Nord Logistique,Conseil,4108.2,payee
T001561,C0073,2024-05-30,Orion Energie,Formation,2978.64,payee
T001562,C0215,2024-12-19,Maison Delaunay,Licence,5392.7,payee
T001563,C0130,2025-09-12,Sigma Sante,Formation,4533.49,payee
T001564,C0169,05/12/2024,Groupe Lorrain,Formation,3984.67,payee
T001565,C0054,24/07/2025,Sigma Sante,Formation,2633.62,payee
T001566,C0196,30-03-2025,Orion Energie,Audit,5817.79,payee
T001567,C0104,2025-03-12,Maison Delaunay,Licence,2824.33,payee
T001568,C0111,2024-07-08,Orion Energie,Maintenance,2960.83,payee
T001569,C0012,25/12/2025,Nord Logistique,Licence,7253.41,payee
T001570,C0042,01-07-2024,Verne Industries,Conseil,2148.2,en attente
T001571,C0046,10-11-2025,Nord Logistique,Formation,2132.2,payee
T001572,C0114,23/12/2025,Maison Delaunay,Audit,3020.97,payee
T001573,C0045,08-01-2025,Atelier Bastide,Licence,1898.86,payee
T001574,C0024,26-09-2025,Atelier Bastide,Maintenance,1926.68,en attente
T001575,C0141,2025-06-06,Verne Industries,Maintenance,7148.46,en attente
T001576,C0203,22/06/2025,Nord Logistique,Licence,2995.62,en attente
T001577,C0017,20/02/2024,Atelier Bastide,Licence,4051.43,payee
T001578,C0131,10-04-2024,Sigma Sante,Formation,1532.01,payee
T001579,C0117,20-02-2024,Groupe Lorrain,Formation,2047.8,payee
T001580,C0094,2024-01-23,Orion Energie,Conseil,7641.52,payee
T001581,C0043,02-09-2025,Maison Delaunay,Formation,1909.08,payee
T001582,C0019,2024-05-08,Verne Industries,Maintenance,4115.81,payee
T001583,C0218,2024-01-05,Verne Industries,Audit,579.85,payee
T001584,C0095,15/11/2025,Maison Delaunay,Licence,1465.62,payee
T001585,C0025,2024-07-22,Groupe Lorrain,Maintenance,2970.62,payee
T001586,C0201,18/08/2025,Maison Delaunay,Audit,5310.68,en attente
T001587,C0187,2025-12-02,Nord Logistique,Maintenance,3461.37,payee
T001588,C0164,2025-01-16,Atelier Bastide,Formation,3109.53,payee
T001589,C0020,07/11/2025,Orion Energie,Formation,4716.74,payee
T001590,C0020,2025-12-08,Maison Delaunay,Maintenance,3827.19,payee
T001591,C0051,2024-04-15,Atelier Bastide,Formation,1241.9,payee
T001592,C0038,2024-04-17,Maison Delaunay,Formation,3345.99,payee
T001593,C0124,27-09-2024,Cabinet Ferrand,Licence,2663.46,payee
T001594,C0092,2025-02-12,Sigma Sante,Maintenance,3049.87,payee
T001595,C0178,27-07-2025,Cabinet Ferrand,Formation,2622.87,payee
T001596,C0024,2024-05-13,Orion Energie,Conseil,3368.87,payee
T001597,C0169,2024-05-21,Orion Energie,Maintenance,4186.92,payee
T001598,C0217,11/08/2024,Groupe Lorrain,Formation,1641.4,payee
T001599,C0031,17-07-2024,Cabinet Ferrand,Maintenance,2338.88,payee
T001600,C0152,2025-11-17,Atelier Bastide,Conseil,4640.2,payee
T001601,C0119,2024-10-16,Cabinet Ferrand,Formation,4933.5,payee
T001602,C0022,2025-09-25,Atelier Bastide,Maintenance,6641.75,payee
T001603,C0068,2024-02-10,Nord Logistique,Conseil,3497.23,payee
T001604,C0183,15-03-2024,Atelier Bastide,Formation,2267.04,en attente
T001605,C0202,2025-08-09,Nord Logistique,Maintenance,2360.98,payee
T001606,C0086,2024-07-01,Cabinet Ferrand,Maintenance,3440.18,payee
T001607,C0025,01-03-2024,Orion Energie,Formation,2043.9,en attente
T001608,C0057,2025-03-09,Orion Energie,Conseil,6414.95,payee
T001609,C0196,17-04-2024,Nord Logistique,Conseil,2613.72,payee
T001610,C0133,2024-02-14,Cabinet Ferrand,Licence,5968.52,payee
T001611,C0100,23/10/2024,Maison Delaunay,Maintenance,1898.0,payee
T001612,C0004,05-02-2025,Maison Delaunay,Licence,3056.25,payee
T001613,C0182,2025-01-19,Atelier Bastide,Licence,2819.42,payee
T001614,C0108,2025-03-02,Cabinet Ferrand,Conseil,1506.94,payee
T001615,C0127,18-01-2024,Orion Energie,Formation,2934.07,payee
T001616,C0196,31-07-2024,Verne Industries,Conseil,3820.13,payee
T001617,C0131,07-09-2024,Groupe Lorrain,Licence,880.74,payee
T001618,C0216,2024-08-01,Sigma Sante,Formation,4381.69,payee
T001619,C0130,2025-02-12,Orion Energie,Conseil,3985.59,en attente
T001620,C0080,2024-06-16,Maison Delaunay,Maintenance,3328.42,payee
T001621,C0215,2025-04-06,Maison Delaunay,Formation,4823.01,payee
T001622,C0150,14-11-2025,Verne Industries,Audit,4988.61,payee
T001623,C0177,2025-04-27,Verne Industries,Licence,10848.19,en attente
T001624,C0053,2024-10-10,Orion Energie,Conseil,1462.88,payee
T001625,C0156,2024-11-13,Sigma Sante,Maintenance,6885.52,payee
T001626,C0130,03/03/2025,Cabinet Ferrand,Maintenance,5443.84,en attente
T001627,C0025,2025-06-12,Verne Industries,Audit,3984.19,payee
T001628,C0059,2024-08-08,Atelier Bastide,Maintenance,1918.22,en attente
T001629,C0212,2024-01-29,Groupe Lorrain,Formation,2712.58,payee
T001630,C0133,27-05-2025,Cabinet Ferrand,Maintenance,2511.63,en attente
T001631,C0180,27/04/2025,Nord Logistique,Maintenance,3153.62,payee
T001632,C0040,2024-03-15,Maison Delaunay,Licence,4729.01,payee
T001633,C0051,2025-04-02,Sigma Sante,Maintenance,6240.28,payee
T001634,C0219,2024-02-22,Verne Industries,Audit,7862.57,payee
T001635,C0098,2025-04-14,Atelier Bastide,Maintenance,2723.72,payee
T001636,C0206,2025-06-27,Sigma Sante,Licence,3669.26,annulee
T001637,C0188,2024-01-12,Sigma Sante,Licence,2119.94,payee
T001638,C0079,2025-06-14,Nord Logistique,Audit,5568.55,payee
T001639,C0169,28/03/2024,Groupe Lorrain,Audit,4112.74,payee
T001640,C0181,12-07-2024,Cabinet Ferrand,Formation,3003.78,en attente
T001641,C0030,2025-05-29,Nord Logistique,Conseil,1410.23,payee
T001642,C0023,2024-09-16,Sigma Sante,Audit,3695.32,payee
T001643,C0030,2025-12-14,Nord Logistique,Formation,3893.14,payee
T001644,C0172,2025-11-29,Cabinet Ferrand,Audit,1166.22,payee
T001645,C0034,2025-12-21,Cabinet Ferrand,Conseil,1656.37,payee
T001646,C0066,17-03-2024,Cabinet Ferrand,Audit,3649.43,payee
T001647,C0101,08-05-2024,Groupe Lorrain,Maintenance,7519.53,payee
T001648,C0032,2024-05-13,Groupe Lorrain,Formation,5859.36,payee
T001649,C0077,2025-03-03,Sigma Sante,Conseil,3048.07,payee
T001650,C0158,2024-11-09,Verne Industries,Audit,2813.21,en attente
T001651,C0001,2025-06-28,Sigma Sante,Conseil,2301.28,payee
T001652,C0109,2024-07-24,Cabinet Ferrand,Conseil,2174.27,en attente
T001653,C0174,2024-05-25,Orion Energie,Maintenance,2920.74,payee
T001654,C0123,2025-04-18,Atelier Bastide,Maintenance,8637.94,annulee
T001655,C0109,2025-03-26,Atelier Bastide,Conseil,2802.22,payee
T001656,C0121,2025-05-19,Nord Logistique,Formation,3371.23,en attente
T001657,C0117,15/08/2024,Sigma Sante,Maintenance,1722.52,payee
T001658,C0014,19-01-2025,Atelier Bastide,Maintenance,4466.18,payee
T001659,C0120,2025-11-08,Nord Logistique,Formation,3341.53,payee
T001660,C0012,2025-03-22,Atelier Bastide,Licence,2716.15,payee
T001661,C0204,2025-11-11,Maison Delaunay,Conseil,1955.38,payee
T001662,C0140,2024-11-12,Nord Logistique,Conseil,2231.42,payee
T001663,C0011,02-02-2024,Maison Delaunay,Audit,2621.28,payee
T001664,C0145,2025-07-09,Verne Industries,Formation,2709.36,en attente
T001665,C0102,2024-12-02,Verne Industries,Audit,1944.69,payee
T001666,C0011,2024-01-31,Maison Delaunay,Conseil,3183.41,payee
T001667,C0014,11-04-2024,Verne Industries,Audit,3739.27,payee
T001668,C0088,2024-08-16,Maison Delaunay,Licence,4864.02,payee
T001669,C0006,2024-05-19,Atelier Bastide,Audit,7311.46,payee
T001670,C0143,2025-05-14,Verne Industries,Audit,1148.79,payee
T001671,C0088,2025-03-22,Groupe Lorrain,Formation,4022.9,en attente
T001672,C0153,2024-08-28,Groupe Lorrain,Maintenance,2872.57,en attente
T001673,C0038,2024-03-02,Verne Industries,Formation,953.48,payee
T001674,C0193,2024-02-27,Cabinet Ferrand,Maintenance,2390.31,payee
T001675,C0098,2025-11-21,Atelier Bastide,Audit,1236.59,en attente
T001676,C0098,2024-09-08,Groupe Lorrain,Audit,4613.16,payee
T001677,C0187,19/03/2024,Orion Energie,Maintenance,4316.03,payee
T001678,C0128,2025-06-03,Nord Logistique,Formation,3562.31,payee
T001679,C0001,2025-09-27,Maison Delaunay,Conseil,2261.3,payee
T001680,C0135,30/03/2024,Maison Delaunay,Licence,6355.69,payee
T001681,C0150,2025-11-20,Groupe Lorrain,Conseil,1814.09,payee
T001682,C0073,12/06/2025,Nord Logistique,Licence,2736.21,annulee
T001683,C0042,02-07-2024,Sigma Sante,Audit,2996.47,en attente
T001684,C0013,2025-07-20,Cabinet Ferrand,Conseil,3215.85,payee
T001685,C0197,2024-11-02,Sigma Sante,Audit,9450.11,payee
T001686,C0001,2025-04-08,Orion Energie,Licence,7009.84,en attente
T001687,C0136,2024-04-02,Nord Logistique,Conseil,4247.2,payee
T001688,C0194,2024-06-27,Groupe Lorrain,Maintenance,3353.81,payee
T001689,C0082,2025-07-18,Nord Logistique,Conseil,3334.74,payee
T001690,C0047,10-08-2025,Orion Energie,Maintenance,4782.42,payee
T001691,C0166,2024-01-08,Nord Logistique,Licence,5754.95,en attente
T001692,C0147,2024-06-05,Sigma Sante,Maintenance,1790.24,payee
T001693,C0004,2025-03-19,Nord Logistique,Formation,7345.77,payee
T001694,C0134,23-10-2025,Cabinet Ferrand,Conseil,4142.46,payee
T001695,C0001,07-05-2025,Orion Energie,Formation,2506.16,en attente
T001696,C0093,2025-05-30,Atelier Bastide,Maintenance,3120.56,payee
T001697,C0071,2024-10-10,Cabinet Ferrand,Audit,4254.17,payee
T001698,C0194,2024-02-09,Atelier Bastide,Formation,4357.77,payee
T001699,C0014,2025-07-13,Maison Delaunay,Formation,1962.13,payee
T001700,C0163,2025-08-06,Orion Energie,Audit,3268.12,annulee
T001701,C0171,19/11/2024,Orion Energie,Formation,3733.0,en attente
T001702,C0006,2025-01-04,Atelier Bastide,Formation,5798.73,en attente
T001703,C0015,2024-06-20,Maison Delaunay,Audit,6108.98,payee
T001704,C0181,26-11-2024,Sigma Sante,Licence,1674.11,payee
T001705,C0100,2024-06-25,Sigma Sante,Licence,3440.31,payee
T001706,C0118,2024-11-02,Nord Logistique,Licence,2436.28,payee
T001707,C0161,07-04-2024,Atelier Bastide,Maintenance,4204.97,payee
T001708,C0081,2025-03-18,Cabinet Ferrand,Formation,9209.87,payee
T001709,C0159,2024-06-29,Sigma Sante,Maintenance,5462.48,payee
T001710,C0169,2025-06-12,Nord Logistique,Formation,4392.08,payee
T001711,C0056,12/01/2025,Cabinet Ferrand,Licence,5007.78,payee
T001712,C0160,2025-10-16,Atelier Bastide,Conseil,6761.14,payee
T001713,C0040,2024-06-10,Maison Delaunay,Conseil,5221.41,payee
T001714,C0073,18/07/2024,Cabinet Ferrand,Licence,1837.76,payee
T001715,C0181,2024-06-26,Cabinet Ferrand,Conseil,7621.28,payee
T001716,C0073,2025-04-05,Orion Energie,Audit,3614.14,en attente
T001717,C0015,2024-03-19,Groupe Lorrain,Audit,4121.25,payee
T001718,C0151,2025-05-16,Atelier Bastide,Formation,6105.43,en attente
T001719,C0133,2025-08-20,Orion Energie,Formation,8985.39,payee
T001720,C0141,2025-05-07,Orion Energie,Licence,2730.68,en attente
T001721,C0183,08/04/2024,Verne Industries,Formation,5939.96,payee
T001722,C0017,25-12-2024,Orion Energie,Audit,2643.04,en attente
T001723,C0172,2025-01-24,Atelier Bastide,Conseil,3951.65,en attente
T001724,C0065,2024-10-12,Groupe Lorrain,Licence,1510.93,payee
T001725,C0036,06-12-2024,Verne Industries,Conseil,2650.98,payee
T001726,C0104,2025-07-10,Nord Logistique,Audit,3852.1,payee
T001727,C0007,01-09-2025,Groupe Lorrain,Conseil,4510.97,payee
T001728,C0147,2024-08-07,Atelier Bastide,Licence,4383.72,en attente
T001729,C0132,2024-08-28,Sigma Sante,Audit,5565.34,en attente
T001730,C0119,2024-05-31,Nord Logistique,Licence,2856.54,payee
T001731,C0008,2024-10-20,Nord Logistique,Conseil,3290.97,payee
T001732,C0178,2025-02-02,Orion Energie,Conseil,3373.19,payee
T001733,C0009,04/06/2025,Atelier Bastide,Maintenance,2966.89,payee
T001734,C0061,2024-07-14,Orion Energie,Conseil,2149.13,payee
T001735,C0092,06-06-2024,Verne Industries,Formation,3626.65,payee
T001736,C0163,2024-01-25,Orion Energie,Maintenance,5120.14,en attente
T001737,C0095,2024-03-09,Sigma Sante,Formation,4079.11,payee
T001738,C0190,2024-02-07,Atelier Bastide,Audit,2778.1,payee
T001739,C0217,31-05-2024,Atelier Bastide,Maintenance,3662.53,payee
T001740,C0178,22/05/2025,Nord Logistique,Conseil,2690.31,payee
T001741,C0010,2025-07-19,Nord Logistique,Audit,4567.47,payee
T001742,C0179,2025-12-11,Atelier Bastide,Audit,5203.48,payee
T001743,C0048,01-02-2025,Verne Industries,Formation,5264.94,payee
T001744,C0207,2024-11-27,Orion Energie,Formation,3118.07,en attente
T001745,C0151,2025-10-18,Sigma Sante,Formation,2720.19,payee
T001746,C0020,17/04/2024,Atelier Bastide,Licence,5565.35,payee
T001747,C0023,2025-04-05,Maison Delaunay,Licence,2996.79,payee
T001748,C0162,2025-08-20,Atelier Bastide,Audit,3632.93,payee
T001749,C0034,2025-01-01,Cabinet Ferrand,Maintenance,4057.96,payee
T001750,C0203,2024-07-09,Groupe Lorrain,Audit,3483.59,payee
T001751,C0126,2025-03-29,Maison Delaunay,Formation,4888.97,payee
T001752,C0134,2025-12-27,Atelier Bastide,Licence,1609.07,en attente
T001753,C0200,2024-06-21,Atelier Bastide,Conseil,4360.93,payee
T001754,C0051,2025-02-15,Atelier Bastide,Formation,2308.62,payee
T001755,C0129,2024-02-07,Atelier Bastide,Licence,2831.13,payee
T001756,C0089,2024-06-18,Groupe Lorrain,Conseil,3808.3,payee
T001757,C0006,13-07-2025,Nord Logistique,Audit,1386.16,payee
T001758,C0041,2024-12-28,Sigma Sante,Formation,3203.98,payee
T001759,C0034,2024-05-25,Verne Industries,Conseil,2932.8,annulee
T001760,C0078,2024-09-01,Sigma Sante,Maintenance,3292.51,payee
T001761,C0031,2024-03-29,Nord Logistique,Conseil,2851.19,payee
T001762,C0040,2025-07-23,Verne Industries,Formation,3644.86,payee
T001763,C0198,2025-11-19,Groupe Lorrain,Conseil,2640.25,payee
T001764,C0108,2024-03-18,Sigma Sante,Maintenance,3417.21,en attente
T001765,C0084,22-06-2024,Groupe Lorrain,Audit,3803.87,payee
T001766,C0098,2025-09-17,Cabinet Ferrand,Conseil,5663.47,en attente
T001767,C0001,2025-10-03,Groupe Lorrain,Licence,6265.22,payee
T001768,C0114,14/07/2025,Sigma Sante,Licence,1684.94,payee
T001769,C0109,05-06-2025,Orion Energie,Maintenance,5876.39,payee
T001770,C0216,20-09-2025,Verne Industries,Formation,2142.0,payee
T001771,C0009,29-09-2024,Verne Industries,Licence,3431.31,payee
T001772,C0111,2025-10-15,Nord Logistique,Licence,1440.08,en attente
T001773,C0174,09/10/2025,Nord Logistique,Conseil,1059.8,payee
T001774,C0120,2024-06-16,Cabinet Ferrand,Licence,8940.89,payee
T001775,C0202,23-02-2024,Verne Industries,Licence,3477.2,payee
T001776,C0206,2025-01-15,Atelier Bastide,Audit,3103.62,payee
T001777,C0079,2025-07-07,Verne Industries,Licence,4023.12,payee
T001778,C0190,2025-09-12,Nord Logistique,Audit,3140.56,payee
T001779,C0057,2024-04-13,Maison Delaunay,Formation,5172.89,payee
T001780,C0056,2024-10-02,Sigma Sante,Maintenance,3912.49,payee
T001781,C0014,2025-07-14,Nord Logistique,Audit,4769.03,payee
T001782,C0003,2024-02-14,Sigma Sante,Conseil,2321.11,payee
T001783,C0082,2025-06-11,Nord Logistique,Licence,1554.29,payee
T001784,C0147,2024-07-31,Verne Industries,Audit,5458.23,payee
T001785,C0096,2024-01-17,Verne Industries,Licence,4108.16,payee
T001786,C0197,2024-06-25,Nord Logistique,Audit,1839.81,en attente
T001787,C0059,2025-06-25,Verne Industries,Licence,1856.6,en attente
T001788,C0129,2025-09-27,Sigma Sante,Audit,3684.04,en attente
T001789,C0030,29/02/2024,Atelier Bastide,Maintenance,4588.62,payee
T001790,C0049,2024-12-04,Groupe Lorrain,Licence,2133.73,payee
T001791,C0041,2024-05-26,Cabinet Ferrand,Formation,6921.53,en attente
T001792,C0172,2025-05-13,Groupe Lorrain,Conseil,4879.79,payee
T001793,C0048,23/07/2025,Atelier Bastide,Formation,5645.45,payee
T001794,C0156,2025-12-03,Cabinet Ferrand,Maintenance,3637.54,payee
T001795,C0081,2024-09-16,Groupe Lorrain,Licence,3487.31,payee
T001796,C0132,2024-08-06,Atelier Bastide,Formation,1750.93,payee
T001797,C0203,2024-08-14,Nord Logistique,Licence,2332.0,payee
T001798,C0201,09/07/2025,Verne Industries,Formation,3272.95,payee
T001799,C0003,20/11/2024,Orion Energie,Audit,4160.77,payee
T001800,C0182,2024-01-17,Groupe Lorrain,Formation,-3800.75,en attente
T001801,C0062,22/11/2025,Maison Delaunay,Licence,1167.45,payee
T001802,C0155,2024-03-17,Nord Logistique,Licence,2070.85,en attente
T001803,C0044,2025-11-08,Maison Delaunay,Maintenance,3922.15,payee
T001804,C0155,2024-04-28,Maison Delaunay,Formation,4212.3,en attente
T001805,C0148,27/01/2025,Groupe Lorrain,Conseil,2826.07,payee
T001806,C0154,2024-08-16,Sigma Sante,Maintenance,4676.84,en attente
T001807,C0100,2025-05-16,Verne Industries,Licence,4643.12,en attente
T001808,C0122,21-10-2024,Maison Delaunay,Maintenance,8645.88,payee
T001809,C0152,2024-09-25,Verne Industries,Licence,3498.9,payee
T001810,C0108,2024-12-14,Cabinet Ferrand,Licence,2771.89,payee
T001811,C0180,2025-12-09,Maison Delaunay,Audit,2140.72,payee
T001812,C0165,2024-06-28,Orion Energie,Conseil,1628.81,payee
T001813,C0071,2024-06-09,Orion Energie,Conseil,4548.6,payee
T001814,C0142,2024-02-18,Maison Delaunay,Audit,4305.61,payee
T001815,C0176,23/06/2025,Nord Logistique,Audit,1742.99,payee
T001816,C0114,2025-05-09,Nord Logistique,Licence,4563.35,en attente
T001817,C0166,2025-03-20,Orion Energie,Licence,3734.89,payee
T001818,C0030,2024-01-18,Atelier Bastide,Licence,2982.58,en attente
T001819,C0090,31/07/2025,Orion Energie,Audit,1112.11,payee
T001820,C0163,13/08/2025,Maison Delaunay,Licence,4284.75,payee
T001821,C0208,2025-11-20,Nord Logistique,Maintenance,7384.25,payee
T001822,C0150,2025-11-09,Nord Logistique,Formation,2286.76,en attente
T001823,C0154,11/07/2024,Sigma Sante,Formation,3738.18,payee
T001824,C0080,2025-06-02,Maison Delaunay,Maintenance,4451.46,payee
T001825,C0163,2024-10-20,Groupe Lorrain,Formation,829.33,payee
T001826,C0083,2025-03-11,Sigma Sante,Conseil,2093.51,payee
T001827,C0013,2024-08-30,Maison Delaunay,Conseil,1489.41,payee
T001828,C0058,2025-04-24,Orion Energie,Audit,7362.54,payee
T001829,C0142,2025-11-26,Orion Energie,Formation,802.19,payee
T001830,C0025,2025-04-21,Orion Energie,Conseil,2975.8,en attente
T001831,C0116,2025-11-03,Groupe Lorrain,Audit,3947.71,payee
T001832,C0200,11-11-2025,Maison Delaunay,Audit,2276.8,payee
T001833,C0181,27/03/2024,Orion Energie,Licence,905.48,payee
T001834,C0131,2025-12-04,Orion Energie,Maintenance,3039.2,annulee
T001835,C0187,2025-08-20,Nord Logistique,Maintenance,2256.96,payee
T001836,C0094,2024-11-07,Orion Energie,Conseil,4163.61,payee
T001837,C0103,2025-03-14,Orion Energie,Formation,4916.58,payee
T001838,C0171,2025-03-26,Groupe Lorrain,Licence,1750.26,en attente
T001839,C0149,2025-07-28,Orion Energie,Licence,2382.26,payee
T001840,C0123,09-08-2025,Maison Delaunay,Formation,2446.25,payee
T001841,C0101,15/03/2024,Nord Logistique,Conseil,4881.52,en attente
T001842,C0014,2024-01-01,Atelier Bastide,Audit,3532.06,payee
T001843,C0016,2024-06-28,Orion Energie,Maintenance,1789.38,payee
T001844,C0013,2025-01-19,Verne Industries,Maintenance,5641.53,payee
T001845,C0112,2025-09-11,Cabinet Ferrand,Licence,2273.19,payee
T001846,C0008,21-04-2025,Verne Industries,Licence,2600.57,payee
T001847,C0080,2024-04-09,Orion Energie,Licence,2022.05,payee
T001848,C0132,07-06-2025,Cabinet Ferrand,Licence,3667.56,payee
T001849,C0094,07/12/2024,Groupe Lorrain,Maintenance,2824.89,payee
T001850,C0048,2024-09-26,Groupe Lorrain,Audit,6454.72,payee
T001851,C0067,2025-07-17,Orion Energie,Maintenance,3556.06,payee
T001852,C0141,2024-08-03,Atelier Bastide,Maintenance,2089.29,payee
T001853,C0169,2025-03-27,Sigma Sante,Conseil,3363.22,payee
T001854,C0182,2024-05-12,Groupe Lorrain,Licence,6904.88,payee
T001855,C0127,05/10/2024,Orion Energie,Audit,1675.93,en attente
T001856,C0033,2025-02-11,Maison Delaunay,Formation,4282.66,payee
T001857,C0057,2025-03-31,Atelier Bastide,Licence,1121.76,payee
T001858,C0103,2025-11-02,Orion Energie,Formation,6232.03,en attente
T001859,C0058,30-07-2024,Verne Industries,Conseil,2635.97,payee
T001860,C0160,16/10/2025,Orion Energie,Maintenance,2057.67,payee
T001861,C0085,2025-08-19,Nord Logistique,Formation,6697.31,payee
T001862,C0194,2024-09-19,Cabinet Ferrand,Licence,3250.27,payee
T001863,C0063,12/04/2024,Groupe Lorrain,Licence,3314.15,payee
T001864,C0116,07-07-2024,Verne Industries,Audit,2656.77,payee
T001865,C0166,2025-04-25,Groupe Lorrain,Audit,2717.64,payee
T001866,C0048,2025-07-29,Sigma Sante,Licence,1051.2,payee
T001867,C0177,2025-03-22,Groupe Lorrain,Conseil,4251.1,payee
T001868,C0136,2025-06-13,Groupe Lorrain,Licence,1495.22,payee
T001869,C0151,2024-03-15,Groupe Lorrain,Audit,5262.38,annulee
T001870,C0106,2025-01-03,Orion Energie,Licence,1851.24,payee
T001871,C0217,29-09-2025,Orion Energie,Licence,3470.36,payee
T001872,C0180,2024-10-10,Maison Delaunay,Maintenance,2426.73,payee
T001873,C0045,18-10-2025,Groupe Lorrain,Licence,2656.42,payee
T001874,C0129,2024-03-31,Nord Logistique,Licence,2928.73,payee
T001875,C0210,15-12-2025,Orion Energie,Licence,3925.1,payee
T001876,C0065,2025-07-27,Groupe Lorrain,Audit,6602.34,payee
T001877,C0125,2025-04-02,Sigma Sante,Licence,2622.33,payee
T001878,C0176,26/03/2025,Groupe Lorrain,Formation,-938.12,payee
T001879,C0064,2025-11-14,Sigma Sante,Licence,5903.27,payee
T001880,C0121,2024-10-02,Nord Logistique,Maintenance,4573.36,payee
T001881,C0129,2024-04-30,Orion Energie,Audit,1811.41,payee
T001882,C0042,2025-11-01,Cabinet Ferrand,Audit,1633.81,en attente
T001883,C0042,2024-03-16,Sigma Sante,Maintenance,4014.6,payee
T001884,C0131,2025-04-26,Sigma Sante,Maintenance,3669.19,payee
T001885,C0042,2024-07-13,Verne Industries,Licence,7410.7,payee
T001886,C0169,09/11/2025,Maison Delaunay,Formation,4272.2,annulee
T001887,C0122,11-12-2025,Cabinet Ferrand,Licence,2344.69,payee
T001888,C0164,2024-12-12,Cabinet Ferrand,Maintenance,2064.11,payee
T001889,C0093,2025-01-24,Sigma Sante,Licence,3412.64,payee
T001890,C0070,27/11/2024,Atelier Bastide,Formation,1084.21,payee
T001891,C0113,2024-11-06,Groupe Lorrain,Conseil,1329.86,payee
T001892,C0165,2025-11-15,Cabinet Ferrand,Conseil,1690.44,payee
T001893,C0093,2024-07-28,Sigma Sante,Licence,2312.77,payee
T001894,C0066,01/12/2025,Atelier Bastide,Maintenance,3223.53,payee
T001895,C0034,2025-04-19,Verne Industries,Maintenance,4413.29,payee
T001896,C0126,2025-12-02,Maison Delaunay,Audit,6077.07,annulee
T001897,C0158,2025-03-22,Cabinet Ferrand,Maintenance,5504.78,payee
T001898,C0123,2025-08-20,Nord Logistique,Conseil,5083.47,payee
T001899,C0060,23/12/2024,Nord Logistique,Audit,2602.26,payee
T001900,C0058,2024-12-03,Sigma Sante,Audit,2095.24,payee
T001901,C0088,06/07/2024,Orion Energie,Audit,3973.45,payee
T001902,C0081,02/06/2024,Cabinet Ferrand,Licence,4100.69,payee
T001903,C0048,2024-01-28,Cabinet Ferrand,Formation,1789.86,payee
T001904,C0219,2024-10-06,Verne Industries,Audit,2921.41,payee
T001905,C0077,2025-12-22,Cabinet Ferrand,Conseil,2003.38,payee
